ticker	lastOpen	lastClose	Index	Market Cap	Income	Sales	Book/sh	Cash/sh	Dividend	Dividend %	Employees	Optionable	Shortable	Recom	P/E	Forward P/E	PEG	P/S	P/B	P/C	P/FCF	Quick Ratio	Current Ratio	Debt/Eq	LT Debt/Eq	SMA20	EPS (ttm)	EPS next Y	EPS next Q	EPS this Y	EPS next 5Y	EPS past 5Y	Sales past 5Y	Sales Q/Q	EPS Q/Q	Earnings	SMA50	Insider Own	Insider Trans	Inst Own	ROA	ROE	ROI	Gross Margin	Oper. Margin	Profit Margin	Payout	Shs Outstand	Shs Float	Short Float	Short Ratio	Target Price	52W Range	52W High	52W Low	RSI (14)	Rel Volume	Avg Volume	Perf Week	Perf Month	Perf Quarter	Perf Half Y	Perf Year	Perf YTD	Beta	ATR	Volatility	Prev Close	Price
MTEX	17.35	17.5	-	33.77M	7.80M	153.80M	12.19	12.12	0.80	4.57%	246	No	Yes	-	4.66	-	0.27	0.22	1.44	1.44	9.38	1.00	1.40	0.03	0.00	-7.79%	3.75	-	-	70.40%	17.50%	88.20%	-2.40%	-15.40%	-93.80%	May 13 BMO	-29.27%	0.70%	-0.16%	32.00%	12.50%	32.10%	40.30%	77.90%	4.10%	5.10%	19.10%	1.95M	1.12M	0.12%	0.23	-	15.49 - 41.43	-57.76%	12.98%	37.05	0.13	5.98K	6.06%	-28.75%	-52.47%	-54.44%	-34.29%	-54.33%	1.33	1.16	3.48% 5.63%	17.35	-
RCHG	10.03	10.04	-	250.80M	8.60M	-	7.63	0.02	-	-	-	No	Yes	-	29.27	-	-	-	1.32	627.00	-	0.90	0.90	0.00	0.00	0.35%	0.34	-	-	201.20%	-	-	-	-	-70.70%	-	0.50%	0.20%	0.00%	81.80%	4.20%	4.60%	-	-	-	-	0.00%	25.05M	20.00M	0.01%	0.07	-	9.76 - 10.03	0.10%	2.87%	65.99	1.02	39.58K	0.30%	0.40%	0.90%	1.21%	2.02%	1.41%	-	0.01	0.11% 0.06%	10.02	-
ANTE	1.45	1.48	-	52.81M	-17.30M	11.70M	1.37	0.06	-	-	71	Yes	Yes	-	-	-	-	4.51	1.08	22.96	-	0.30	0.30	0.62	0.00	0.59%	-0.98	-	-	-264.90%	20.00%	48.10%	-6.70%	-78.00%	71.40%	-	12.52%	10.00%	0.00%	1.50%	-17.10%	-66.90%	-35.90%	-26.50%	-	-	-	17.93M	-	-	3.00	-	1.10 - 2.93	-49.49%	34.55%	54.30	0.40	14.55K	-1.33%	14.73%	-12.94%	-5.73%	-40.56%	-2.63%	1.05	0.10	4.13% 6.99%	1.48	-
AMTD	1.07	1.2	-	434.20M	139.70M	108.90M	3.49	-	-	-	39	No	Yes	2.00	1.95	-	-	3.99	0.34	-	-	5.00	5.00	0.09	0.02	-0.12%	0.61	-	-	11.60%	-	-	-	-37.90%	5.20%	-	-22.46%	-	-	0.90%	11.40%	12.50%	9.00%	-	79.00%	-	0.00%	210.51M	152.75M	0.02%	0.92	-	1.07 - 7.91	-84.83%	12.15%	39.74	0.96	35.52K	3.45%	-14.89%	-49.58%	-62.73%	-81.07%	-62.15%	-	0.09	8.38% 8.36%	1.15	-
FTS	46.38	46.05	-	28.53B	1.23B	9.74B	37.31	0.59	2.14	4.65%	9095	Yes	Yes	3.00	17.79	15.52	3.87	2.93	1.23	78.16	-	0.50	0.60	1.48	1.37	-1.46%	2.59	2.97	0.46	0.50%	4.59%	6.90%	6.70%	11.70%	-3.00%	Jul 28 BMO	-4.66%	0.13%	0.00%	55.76%	2.10%	7.00%	5.10%	67.30%	25.40%	12.60%	80.30%	475.70M	475.50M	1.18%	7.92	46.51	43.12 - 51.66	-10.86%	6.79%	40.40	0.74	711.30K	-2.58%	-7.40%	-10.77%	-2.15%	3.27%	-4.60%	0.15	0.88	1.70% 1.81%	46.33	46.51
AZN	65.96	66.98	-	203.41B	-1063.00M	41.49B	11.74	1.92	2.38	3.56%	83100	Yes	Yes	2.00	-	13.24	-	4.90	5.71	34.93	112.20	0.70	1.00	0.86	0.79	4.73%	-0.33	5.06	0.80	-96.80%	15.00%	-50.90%	10.20%	55.60%	-79.10%	Jul 29 BMO	3.41%	0.50%	0.00%	17.80%	-1.10%	-3.20%	2.00%	72.60%	0.10%	-2.60%	-	3.10B	2.99B	0.49%	2.09	71.70	53.63 - 71.70	-6.58%	24.89%	58.57	0.87	7.05M	1.38%	2.13%	-3.03%	17.76%	13.03%	14.99%	0.46	1.45	1.81% 1.79%	66.92	71.70
BGNE	185.39	188.74	-	20.81B	-1914.10M	877.00M	57.44	56.64	-	-	8300	Yes	Yes	2.00	-	-	-	23.73	3.29	3.33	-	4.90	5.00	0.10	0.03	19.38%	-20.09	-13.51	-5.29	20.60%	37.00%	-31.70%	305.70%	-49.40%	-716.50%	May 05 BMO	27.14%	0.10%	-11.51%	54.30%	-27.90%	-40.10%	-20.60%	77.50%	-	-	-	102.46M	66.80M	2.95%	6.86	318.06	118.18 - 426.56	-55.75%	59.71%	62.94	1.39	287.32K	16.61%	22.11%	-11.05%	-14.82%	-41.04%	-30.34%	0.71	13.29	9.45% 7.91%	191.41	318.06
RADA	9.02	9.35	-	455.44M	20.60M	114.50M	3.16	1.35	-	-	308	Yes	Yes	1.60	23.14	14.17	-	3.98	2.96	6.91	-	2.80	4.40	0.00	0.00	-12.89%	0.40	0.66	0.14	295.60%	-	27.90%	55.70%	-10.70%	-117.30%	May 10 BMO	-21.74%	49.10%	0.00%	66.30%	10.40%	13.60%	16.20%	39.20%	14.00%	18.00%	0.00%	49.47M	44.41M	3.68%	2.37	15.25	7.51 - 16.70	-44.01%	24.50%	38.49	0.93	691.12K	1.19%	-25.44%	-33.21%	-0.21%	-20.96%	-0.74%	0.90	0.75	8.05% 6.84%	9.16	15.25
CNVY	10.4	10.46	-	762.01M	-10.20M	351.70M	7.35	0.29	-	-	3510	No	Yes	1.80	-	31.89	-	2.17	1.42	36.46	-	1.80	2.40	0.49	0.49	31.90%	-0.17	0.33	0.02	-65.60%	-	-	-	17.10%	-23.30%	May 10 AMC	61.45%	3.41%	0.00%	90.80%	-1.20%	-1.90%	1.00%	41.80%	1.40%	-2.90%	-	73.19M	70.70M	0.47%	0.90	11.00	3.75 - 10.49	-0.29%	178.93%	79.26	0.52	370.79K	0.58%	111.74%	60.92%	27.41%	11.04%	25.12%	-	0.40	0.66% 4.18%	10.41	11.00
BYD	50.49	49.62	-	5.59B	524.60M	3.48B	13.83	3.58	0.60	1.21%	15114	Yes	Yes	2.00	10.74	8.62	1.09	1.61	3.59	13.87	6.84	1.00	1.00	1.96	1.93	-5.02%	4.62	5.75	1.38	442.60%	9.90%	17.70%	8.90%	14.30%	61.80%	Jul 26 AMC	-10.59%	1.80%	-13.23%	70.60%	8.30%	35.20%	14.50%	57.30%	24.70%	15.10%	0.00%	112.19M	79.71M	6.98%	4.89	77.90	47.66 - 72.72	-31.77%	4.11%	40.49	0.57	1.14M	-0.26%	-17.89%	-20.75%	-20.46%	-10.32%	-24.33%	1.89	2.30	4.24% 4.33%	51.00	77.90
FFIE	5.5	5.4	-	1.66B	-594.10M	-	1.35	0.90	-	-	745	Yes	Yes	2.30	-	-	-	-	4.00	6.01	-	1.40	1.40	0.24	0.02	84.87%	-1.92	-2.08	-0.38	-276.80%	-	-	-	-	-104.10%	May 23 AMC	93.55%	62.76%	0.00%	26.40%	-79.00%	515.30%	-	-	-	-	-	322.21M	92.43M	24.72%	3.62	10.00	1.65 - 17.00	-68.24%	227.27%	71.34	4.09	6.31M	107.69%	98.53%	27.36%	-5.43%	-63.06%	1.50%	-	0.67	38.34% 16.45%	5.50	10.00
CIIG	9.91	9.91	-	356.25M	-2.30M	-	7.82	0.01	-	-	-	No	Yes	-	-	-	-	-	1.27	1187.49	-	0.50	0.50	0.00	0.00	-0.25%	-0.07	-	-	-	-	-	-	-	-	-	-0.10%	-	-	74.30%	-1.00%	-1.10%	-	-	-	-	-	35.94M	28.75M	0.00%	0.02	-	9.75 - 10.98	-9.70%	1.69%	49.20	0.00	69.60K	0.25%	0.15%	0.66%	-	-	0.46%	-	0.10	0.21% 0.81%	9.91	-
UGP	2.27	2.28	-	2.44B	142.50M	21.97B	1.81	0.56	0.15	6.67%	16643	Yes	Yes	2.60	17.54	10.09	0.73	0.11	1.26	4.08	-	1.40	1.70	1.63	1.13	-4.84%	0.13	0.23	0.05	28.00%	24.00%	-12.90%	7.20%	43.00%	-41.80%	-	-10.71%	26.80%	0.00%	1.80%	3.10%	11.70%	5.70%	4.00%	1.50%	1.00%	187.50%	1.09B	748.41M	0.35%	1.72	3.35	2.12 - 3.83	-40.46%	7.58%	40.54	0.57	1.52M	-2.98%	-16.18%	-19.96%	0.22%	-35.55%	-11.17%	1.17	0.10	2.87% 3.79%	2.24	3.35
CM	49.01	49.03	-	44.03B	4.92B	12.02B	37.12	207.61	2.58	5.26%	47814	Yes	Yes	-	9.00	6.40	1.70	3.66	1.32	0.24	3.22	-	-	0.14	0.14	-1.81%	5.45	7.67	1.86	69.40%	5.30%	5.40%	4.00%	18.80%	-8.20%	May 26 BMO	-7.01%	0.03%	0.00%	70.80%	0.80%	15.20%	19.10%	-	75.30%	40.90%	56.20%	902.49M	450.76M	0.81%	3.80	-	46.87 - 66.24	-25.98%	4.61%	41.30	0.87	957.26K	1.01%	-12.80%	-16.62%	-17.38%	-12.46%	-15.87%	1.05	1.26	2.09% 2.19%	48.96	-
YMAB	19.47	19.32	-	859.93M	-116.80M	40.00M	3.60	3.52	-	-	148	Yes	Yes	1.70	-	-	-	21.50	5.37	5.49	-	5.90	6.10	0.00	0.00	38.17%	-2.67	-1.57	-0.71	57.00%	-	-19.60%	-	94.40%	-185.30%	May 09 AMC	63.98%	0.50%	-78.48%	68.50%	-51.70%	-59.70%	-64.10%	89.90%	-	-	-	43.71M	38.33M	10.45%	8.35	28.88	6.50 - 39.82	-51.48%	197.23%	78.60	1.05	479.71K	27.69%	44.29%	37.80%	27.69%	-38.90%	19.19%	1.24	1.19	9.19% 8.45%	19.67	28.88
EDRY	16.59	16.47	-	49.25M	39.50M	74.10M	31.47	3.81	-	-	-	No	Yes	-	1.16	0.93	-	0.66	0.52	4.32	4.17	1.00	1.10	0.84	0.69	-16.45%	14.18	17.74	3.03	452.20%	-	35.50%	52.20%	112.80%	-	May 18 BMO	-40.31%	43.89%	0.00%	10.00%	25.70%	57.10%	23.60%	80.10%	62.10%	53.20%	0.00%	2.85M	1.77M	3.58%	0.97	45.43	15.57 - 44.99	-63.39%	5.78%	24.86	0.37	64.97K	-8.96%	-41.95%	-50.33%	-15.50%	-37.81%	-13.50%	0.46	1.53	8.17% 7.66%	16.53	45.43
PRLB	48.29	47.92	-	1.35B	34.80M	496.10M	30.25	2.75	-	-	2663	Yes	Yes	3.00	38.12	23.54	1.52	2.71	1.58	17.45	37.47	2.90	3.10	0.00	0.00	1.53%	1.26	2.04	0.40	-36.20%	25.00%	-5.60%	10.40%	7.00%	38.20%	May 06 BMO	4.29%	0.70%	0.00%	88.70%	3.70%	4.20%	4.00%	45.00%	8.90%	7.00%	0.00%	27.50M	27.29M	3.46%	4.80	51.50	39.36 - 93.66	-48.84%	21.75%	51.82	0.63	196.98K	0.17%	-3.99%	-4.77%	-6.31%	-47.05%	-6.68%	1.33	2.06	5.01% 4.11%	48.92	51.50
BTWN	9.92	9.93	-	738.49M	55.90M	-	7.52	0.01	-	-	-	Yes	Yes	-	13.22	-	-	-	1.32	1476.99	-	0.20	0.20	0.00	0.00	0.17%	0.75	-	-	198.50%	-	-	-	-	-79.10%	-	0.35%	-	-	63.70%	9.40%	10.30%	-	-	-	-	0.00%	74.37M	59.50M	0.97%	2.80	-	9.71 - 10.44	-4.89%	2.27%	67.29	0.23	205.58K	0.10%	0.40%	0.20%	1.02%	-1.88%	1.12%	-	0.02	0.18% 0.17%	9.93	-
MFGP	3.34	3.36	-	1.11B	-244.10M	2.74B	8.11	-	0.28	8.42%	11355	Yes	Yes	3.00	-	-	-	0.41	0.41	-	7.72	-	0.90	1.60	1.57	-13.54%	-0.73	-	-	86.30%	-	-	-	-12.70%	97.20%	-	-22.49%	0.01%	0.00%	13.40%	-2.20%	-7.80%	-2.00%	72.50%	-2.80%	-8.40%	-	327.00M	323.11M	0.37%	2.80	3.70	3.03 - 6.58	-48.94%	10.89%	34.70	1.24	426.70K	-0.30%	-31.85%	-36.24%	-40.11%	-42.37%	-39.68%	2.09	0.18	2.97% 3.07%	3.33	3.70
WSFS	40.66	40.55	-	2.62B	210.20M	479.20M	38.81	35.73	0.52	1.28%	1839	Yes	Yes	2.80	9.25	8.48	0.77	5.46	1.04	1.13	32.68	-	-	0.15	0.15	-0.13%	4.38	4.78	0.93	154.40%	12.00%	22.50%	16.10%	18.80%	-95.70%	Apr 22 AMC	-0.17%	0.70%	-7.04%	93.00%	1.20%	10.20%	16.00%	-	87.40%	43.90%	11.80%	64.94M	64.03M	3.12%	5.47	50.33	37.03 - 56.30	-27.98%	9.51%	47.90	0.67	364.66K	1.15%	-6.87%	-5.96%	-23.30%	-6.63%	-19.09%	1.07	1.35	3.45% 3.37%	40.47	50.33
BNRG	3.44	3.35	-	-	-	-	-	-	-	-	70	No	No	-	-	-	-	-	-	-	-	-	-	-	-	6.23%	-	-	-	-	-	-	-	-	-	-	5.10%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.56 - 17.33	-80.67%	30.86%	43.92	0.16	73.24K	-4.56%	15.97%	-	-	-	-23.86%	-	0.34	9.34% 8.84%	3.38	-
GLQ	9.15	9.22	-	162.76M	-	3.33M	16.75	-	1.39	15.08%	-	No	Yes	-	1.32	-	-	48.86	0.55	-	-	-	-	-	-	1.98%	7.01	-	-	-	-	-	-	-35.60%	-	-	-3.31%	0.15%	0.00%	36.77%	-	-	-	-	-	-	-	17.65M	-	-	0.40	-	8.27 - 15.88	-41.95%	11.49%	49.83	0.44	86.79K	0.99%	-8.44%	-19.12%	-29.29%	-37.11%	-29.83%	-	0.26	2.31% 2.87%	9.18	-
FNGR	1.3	1.46	-	53.00M	-4.90M	22.90M	0.12	0.01	-	-	68	No	Yes	-	-	-	-	2.31	12.17	106.00	-	1.90	1.90	0.00	0.00	-3.29%	-0.12	-	-	6.90%	-	-	339.00%	3.70%	36.30%	-	-11.92%	1.70%	50.07%	0.30%	-51.60%	-113.70%	-95.40%	12.30%	-21.30%	-21.60%	-	42.52M	23.61M	0.10%	0.55	-	1.20 - 9.25	-84.22%	21.67%	47.75	0.71	44.14K	2.82%	-0.68%	-40.16%	-72.66%	-76.64%	-79.47%	2.16	0.20	11.46% 15.82%	1.24	-
HMCOU	9.9	9.9	-	-	-	-	-0.25	-	-	-	-	No	Yes	-	-	-	-	-	-	-	-	-	-	-	-	-0.06%	-	-	-	-	-	-	-	-	-	-	-0.22%	-	-	12.20%	-	-	-	-	-	-	-	-	28.95M	0.01%	0.09	-	8.99 - 10.55	-6.16%	10.12%	47.49	0.00	32.52K	0.10%	0.00%	-1.05%	-3.41%	-7.99%	-2.27%	-	0.02	0.17% 0.13%	9.90	-
WPM	35.33	35.19	-	15.87B	750.40M	1.18B	14.08	0.83	0.60	1.71%	44	Yes	Yes	1.80	21.17	23.71	4.23	13.39	2.50	42.17	22.38	3.70	3.70	0.00	0.00	-7.98%	1.66	1.48	0.35	48.30%	5.00%	29.90%	6.20%	-5.20%	-3.10%	May 05 AMC	-13.79%	0.20%	0.00%	64.10%	12.10%	12.20%	12.10%	56.00%	63.40%	63.30%	35.40%	450.92M	449.67M	1.86%	3.15	58.84	33.86 - 51.90	-32.20%	3.93%	34.27	0.60	2.66M	-2.33%	-16.79%	-27.17%	-13.07%	-19.27%	-18.03%	0.56	1.48	4.68% 3.91%	35.30	58.84
DXPE	30.18	30.21	-	561.60M	26.10M	1.19B	19.43	1.97	-	-	2490	Yes	Yes	1.00	22.75	9.87	1.14	0.47	1.55	15.34	22.37	1.70	2.30	0.88	0.87	0.99%	1.33	3.06	0.22	142.20%	20.00%	7.80%	3.00%	30.00%	-	May 10 BMO	6.82%	16.40%	0.00%	72.80%	3.20%	8.00%	5.00%	29.60%	4.60%	2.40%	0.00%	18.53M	15.63M	4.47%	7.38	40.00	22.09 - 36.26	-16.69%	36.76%	53.04	0.48	94.55K	-1.37%	-5.56%	16.33%	16.15%	-6.21%	17.69%	2.04	1.26	3.78% 4.54%	30.13	40.00
NGL	1.46	1.48	-	189.50M	-288.60M	7.95B	3.08	0.03	-	-	842	Yes	Yes	3.50	-	-	-	0.02	0.48	49.87	2.99	1.00	1.20	8.36	8.35	-8.84%	-2.22	-0.14	0.17	60.80%	3.00%	-43.90%	-9.00%	44.60%	77.90%	Jun 06 AMC	-19.50%	2.80%	8.86%	27.90%	-4.80%	-66.80%	2.10%	10.20%	1.00%	-3.60%	-	130.36M	122.31M	2.06%	3.16	2.42	1.33 - 2.91	-49.14%	11.28%	39.10	0.22	797.56K	-2.63%	-27.80%	-35.37%	-26.37%	-36.48%	-18.68%	2.19	0.13	5.44% 7.42%	1.45	2.42
ENVB	0.22	0.24	-	11.58M	-50.30M	-	0.58	0.45	-	-	23	Yes	Yes	2.50	-	-	-	-	0.42	0.53	-	10.80	10.80	0.00	0.00	16.26%	-1.52	-0.28	-0.12	-73.80%	-	37.20%	-	-	46.70%	-	12.32%	15.05%	0.00%	21.50%	-131.90%	-166.20%	-	-	-	-	-	42.36M	-	-	1.58	0.65	0.17 - 3.74	-93.54%	42.12%	58.87	0.37	1.96M	12.74%	11.03%	-19.49%	-73.82%	-89.45%	-74.02%	1.60	0.03	10.53% 12.54%	0.22	0.65
BARK	1.39	1.38	-	247.20M	-68.30M	507.40M	1.25	1.11	-	-	643	Yes	Yes	1.00	-	-	-	0.49	1.10	1.24	-	2.00	3.40	0.00	0.35	-5.28%	-0.48	-0.12	-0.05	-157.80%	-	-	-	14.80%	-453.70%	May 31 AMC	-34.81%	6.60%	3.56%	49.70%	-15.30%	-28.50%	-32.50%	55.60%	-19.00%	-13.50%	-	173.87M	109.86M	7.86%	3.26	8.00	1.28 - 9.57	-85.58%	7.81%	37.59	0.34	2.65M	7.81%	-15.34%	-61.56%	-62.60%	-85.19%	-67.30%	-	0.14	7.00% 8.44%	1.41	8.00
ONEM	11.31	11.55	-	2.23B	-306.20M	756.10M	8.68	1.97	-	-	3090	Yes	Yes	2.00	-	-	-	2.95	1.33	5.86	-	2.60	2.60	0.00	0.19	35.76%	-1.78	-1.71	-0.48	-118.70%	-	-	-	112.50%	-63.40%	May 04 AMC	41.24%	0.10%	0.00%	82.20%	-13.50%	-21.60%	-11.90%	24.40%	-40.20%	-40.50%	-	193.02M	176.38M	8.83%	6.03	12.86	5.94 - 31.63	-63.48%	94.44%	70.57	0.90	2.58M	47.32%	35.56%	5.58%	-31.62%	-62.74%	-34.26%	-	0.78	11.88% 8.51%	11.51	12.86
LW	75.25	74.94	S&P 500	10.80B	234.40M	3.95B	2.70	2.97	0.98	1.31%	7800	Yes	Yes	1.70	46.75	26.52	3.17	2.73	27.76	25.20	52.87	1.60	2.60	6.96	6.87	8.33%	1.60	2.83	0.51	-13.10%	14.75%	2.40%	4.20%	6.60%	63.20%	Jul 27 BMO	12.32%	0.10%	-2.55%	88.80%	5.60%	56.30%	11.90%	19.60%	9.00%	5.90%	58.40%	145.10M	140.41M	1.81%	2.19	77.33	49.71 - 80.95	-7.42%	50.75%	71.75	1.13	1.16M	4.87%	8.53%	23.99%	18.73%	-5.85%	18.24%	0.50	1.89	2.54% 2.74%	74.78	77.33
ILMN	198.78	197.04	S&P 500	31.76B	700.00M	4.66B	69.39	8.78	-	-	9800	Yes	Yes	2.60	42.97	37.94	30.70	6.82	2.84	22.43	152.72	1.50	1.80	0.16	0.11	1.04%	4.58	5.19	0.64	13.90%	1.40%	10.10%	13.50%	11.90%	-45.90%	May 05 AMC	-14.33%	0.20%	-2.19%	89.10%	5.20%	7.50%	-2.00%	68.80%	-2.90%	15.00%	0.00%	157.00M	156.53M	2.19%	2.51	334.88	180.00 - 526.00	-62.54%	9.47%	43.20	0.64	1.37M	6.88%	-15.46%	-45.04%	-46.44%	-58.33%	-48.21%	1.11	9.54	4.06% 4.29%	202.20	334.88
GBCI	48.86	48.41	-	5.39B	271.80M	710.00M	26.50	4.04	1.32	2.73%	3439	Yes	Yes	2.70	18.11	14.86	1.81	7.59	1.83	11.97	-	-	-	0.39	0.06	2.48%	2.67	3.26	0.68	2.10%	10.00%	12.50%	14.60%	17.90%	-27.60%	Jul 21 AMC	2.96%	0.50%	0.36%	72.60%	1.20%	10.00%	13.10%	-	93.10%	38.30%	48.20%	110.72M	110.27M	2.57%	7.33	54.50	44.43 - 60.69	-20.23%	8.96%	55.72	0.62	387.13K	2.09%	-1.51%	1.06%	-14.02%	-7.14%	-14.48%	0.83	1.16	2.33% 2.27%	48.64	54.50
PPG	118.7	117.87	S&P 500	28.12B	1.06B	17.23B	26.28	4.33	2.36	2.00%	49300	Yes	Yes	2.30	26.64	13.67	2.23	1.63	4.49	27.23	112.95	1.00	1.50	1.15	1.10	1.18%	4.42	8.62	1.80	33.60%	11.93%	23.60%	3.30%	11.00%	-95.20%	Jul 21 AMC	-3.71%	0.10%	-11.61%	81.60%	4.90%	17.30%	10.40%	37.60%	7.40%	6.30%	50.90%	236.60M	235.53M	0.97%	1.45	150.57	107.06 - 177.32	-33.53%	10.10%	48.07	0.71	1.57M	3.09%	-8.47%	-12.13%	-31.91%	-30.24%	-31.65%	1.16	4.17	3.17% 3.45%	119.10	150.57
NTRBW	5.98	5.99	-	-	-	1.39M	-	-	-	-	3	No	No	-	-	-	-	-	-	-	-	-	-	-	-	7.94%	-	-	-	-	-	-	-	153.10%	-	-	-0.17%	-	-	-	-	-	-	-	-	-	-	-	3.38M	-	-	-	0.85 - 9.07	-33.96%	604.61%	53.02	0.74	0.94K	4.63%	8.32%	101.00%	247.24%	-	66.38%	-	0.63	3.38% 10.60%	5.57	-
DMB	12.71	12.62	-	232.15M	-	16.08M	14.41	-	0.64	5.07%	-	No	Yes	-	-	-	-	14.43	0.88	-	-	-	-	-	-	-3.02%	-0.01	-	-	-	-	-	-	-2.10%	-37.00%	-	4.10%	-	-	16.82%	-	-	-	-	-	-	-	18.40M	-	-	0.04	-	10.94 - 17.07	-26.07%	15.36%	47.72	0.53	129.19K	-3.00%	2.10%	4.47%	-11.75%	-16.42%	-12.24%	-	0.35	2.21% 3.00%	12.73	-
VRCA	3.04	3.45	-	119.30M	-42.60M	0.40M	0.92	0.63	-	-	38	Yes	Yes	1.90	-	-	-	298.25	3.75	5.45	-	1.50	1.50	1.65	0.00	53.78%	-1.55	-1.08	-0.49	24.10%	-	-	-	-96.70%	-741.90%	May 09 BMO	-10.82%	36.50%	125.35%	22.90%	-50.20%	-112.90%	-41.60%	-	-	-	-	27.52M	22.73M	7.57%	3.17	11.80	1.77 - 14.79	-76.67%	94.92%	60.68	1.78	542.10K	79.69%	38.00%	-61.37%	-62.21%	-67.97%	-62.34%	1.97	0.32	20.76% 12.12%	3.02	11.80
PCN	12.76	12.89	-	537.22M	 Strategy Fund Stock Quote	56.71M	14.54	-	1.35	10.47%	-	No	Yes	-	4.45	-	-	9.47	0.89	-	-	-	-	-	-	-2.24%	2.90	-	-	-	-	-4.51%	-	-0.90%	-99.10%	-	-7.53%	-	-	9.91%	-	-	-	-	-	-	-	41.68M	-	-	0.15	-	12.30 - 19.47	-33.80%	4.80%	39.79	1.14	123.62K	1.90%	-12.79%	-18.62%	-24.44%	-31.69%	-24.66%	-	0.32	2.10% 2.62%	12.93	-
XPDB	9.81	9.82	-	353.62M	-	-	7.84	0.04	-	-	-	No	Yes	-	-	-	-	-	1.25	221.01	-	2.20	2.20	0.00	0.00	-0.06%	-	-	-	-	-	-	-	-	-	-	0.02%	-	-	71.30%	-	-	-	-	-	-	-	35.94M	28.75M	0.11%	0.30	-	9.70 - 10.47	-6.20%	1.24%	49.33	0.15	108.93K	0.00%	0.31%	0.31%	-	-	-0.71%	-	0.12	0.12% 1.27%	9.84	-
PRAX	2.78	3.27	-	127.40M	-208.40M	-	4.20	5.71	-	-	139	Yes	Yes	1.50	-	-	-	-	0.78	0.57	-	5.20	5.20	0.00	0.00	47.80%	-4.69	-2.90	-1.39	-115.90%	-14.60%	-	-	-	-112.50%	May 09 AMC	-45.28%	1.00%	19.50%	98.55%	-68.90%	-77.80%	-	-	-	-	-	45.45M	45.20M	6.36%	1.68	9.00	1.63 - 23.56	-86.12%	100.61%	44.80	1.07	1.71M	33.47%	77.72%	-71.16%	-82.20%	-83.48%	-83.40%	-	0.45	10.28% 9.87%	2.80	9.00
SNBR	32.24	32.56	-	719.25M	89.20M	2.14B	-20.62	0.07	-	-	5515	Yes	Yes	3.20	8.91	6.04	1.31	0.34	-	449.53	5.21	0.10	0.20	-	-	-3.91%	3.66	5.39	0.82	25.90%	6.80%	41.20%	10.80%	-7.20%	-96.50%	Apr 20 AMC	-17.01%	3.40%	-2.42%	-	10.00%	-20.50%	-376.40%	59.00%	5.70%	4.20%	0.00%	22.76M	21.20M	15.56%	5.52	41.25	29.68 - 116.00	-71.93%	9.70%	41.23	0.56	597.04K	5.20%	-21.12%	-34.66%	-57.33%	-68.80%	-57.49%	1.82	2.04	5.48% 5.64%	32.35	41.25
BDX	246.26	245.66	S&P 500	70.24B	1.83B	20.03B	85.97	11.06	3.48	1.42%	75000	Yes	Yes	2.30	38.74	20.02	7.91	3.51	2.86	22.21	75.77	1.00	1.50	0.76	0.72	0.52%	6.34	12.27	2.52	152.40%	4.90%	8.80%	10.20%	2.10%	59.00%	Aug 04 BMO	-1.58%	0.10%	-7.47%	88.30%	3.40%	7.60%	6.00%	45.80%	12.20%	9.10%	39.60%	285.24M	282.74M	1.60%	3.97	277.73	229.24 - 277.29	-11.41%	7.16%	47.92	0.75	1.14M	-0.35%	-4.75%	-9.23%	-0.39%	0.39%	0.20%	0.63	5.89	2.13% 2.35%	246.39	277.73
FIX	87.09	86.01	-	3.14B	203.60M	3.29B	24.35	3.17	0.56	0.65%	13200	Yes	Yes	2.20	15.35	15.15	1.53	0.95	3.53	27.16	27.39	1.30	1.30	0.47	0.47	2.97%	5.61	5.68	0.99	-3.80%	10.00%	18.00%	13.50%	32.20%	230.30%	Apr 27 AMC	0.91%	2.20%	-3.19%	98.60%	9.90%	25.40%	11.90%	18.00%	5.70%	6.20%	8.80%	36.08M	35.11M	1.80%	4.20	99.00	67.91 - 103.74	-17.09%	26.65%	53.29	0.71	150.35K	3.44%	-7.08%	-1.67%	-10.02%	13.14%	-13.07%	1.14	3.03	3.19% 3.66%	87.25	99.00
CNEY	2.32	2.3	-	46.70M	0.30M	19.80M	3.35	0.16	-	-	160	No	Yes	-	255.13	-	-	2.36	0.69	14.15	-	8.50	8.70	0.05	0.00	19.13%	0.01	-	-	-86.00%	-	-	-	11.00%	-71.90%	-	28.52%	46.11%	0.00%	0.10%	0.70%	0.90%	0.20%	13.20%	2.70%	1.60%	0.00%	18.71M	10.95M	0.12%	0.29	-	1.17 - 13.50	-82.99%	96.26%	69.69	0.49	46.07K	2.66%	51.07%	31.59%	-10.30%	-60.91%	-19.99%	-	0.16	5.12% 8.22%	2.30	-
